,tweet,text,type
10,1204199429177315329,equal,word
11,1204199429177315329,work,word
16,1204199429177315329,leader,word
19,1204199429177315329,engage,word
30,1204205766342840336,small,word
32,1204205766342840336,make,word
34,1204205766342840336,differ,word
43,1204216773651914752,educ,word
45,1204216773651914752,next,word
46,1204216773651914752,genera,word
52,1204228001673682944,want,word
54,1204228001673682944,take,word
55,1204228001673682944,action,word
58,1204228001673682944,right,word
61,1204228001673682944,need,word
66,1204228001673682944,get,word
67,1204228001673682944,start,word
69,1204228001673682944,read,word
70,1204228001673682944,mater,word
81,1204229019434180609,need,word
83,1204229019434180609,start,word
84,1204229019434180609,treat,word
86,1204229019434180609,crisis,word
89,1204229019434180609,crisis,word
94,1204229019434180609,thousand,word
96,1204229019434180609,young,word
97,1204229019434180609,people,word
98,1204229019434180609,march,word
111,1204239186120724480,lead,word
128,1204239195054600194,talk,word
136,1204239195054600194,space,word
149,1204239204621750273,do,word
150,1204239204621750273,do,word
161,1204239204621750273,want,word
162,1204239204621750273,want,word
167,1204239204621750273,be,word
168,1204239204621750273,be,word
171,1204239204621750273,rape,word
172,1204239204621750273,rape,word
191,1204241828154761216,understand,word
201,1204241828154761216,understand,word
208,1204256927586217987,do,word
210,1204256927586217987,know,word
213,1204256927586217987,film,word
218,1204256927586217987,neroli,word
222,1204256927586217987,add,word
227,1204256927586217987,list,word
230,1204273299326472192,happy,word
234,1204273299326472192,stand,word
239,1204273299326472192,young,word
240,1204273299326472192,people,word
242,1204273299326472192,take,word
243,1204273299326472192,action,word
245,1204273299326472192,make,word
247,1204273299326472192,voice,word
248,1204273299326472192,hear,word
258,1204273579942002688,resile,word
259,1204273579942002688,word,word
262,1204273579942002688,right,word
263,1204273579942002688,activist,word
265,1204273579942002688,lawyer,word
272,1204273579942002688,arrest,word
283,1204273579942002688,effort,word
285,1204273579942002688,suppress,word
287,1204273579942002688,voice,word
289,1204273579942002688,dissent,word
293,1204273579942002688,right,word
294,1204273579942002688,activist,word
297,1204273579942002688,country,word
303,1204298763126345729,make,word
306,1204298763126345729,doesn’t,word
307,1204298763126345729,turn,word
311,1204298763126345729,abuse,word
318,1204302226656645120,reduce,word
320,1204302226656645120,ident,word
325,1204302226656645120,economic,word
329,1204302226656645120,way,word
332,1204302226656645120,display,word
334,1204302226656645120,local,word
335,1204302226656645120,right,word
337,1204302226656645120,do,word
339,1204302226656645120,agre,word
343,1204302226656645120,woman,word
354,1204307925679759360,look,word
358,1204307925679759360,right,word
359,1204307925679759360,violet,word
362,1204307925679759360,sponsor,word
378,1204307925679759360,pass,word
380,1204307925679759360,unlaw,word
381,1204307925679759360,active,word
383,1204307925679759360,prevent,word
393,1204307925679759360,threaten,word
400,1204307925679759360,right,word
401,1204307925679759360,protect,word
405,1204307927395229698,embow,word
408,1204307927395229698,declare,word
415,1204307927395229698,suspicion,word
418,1204307927395229698,state,word
423,1204307927395229698,allow,word
426,1204307927395229698,seize,word
427,1204307927395229698,property,word
430,1204307927395229698,court,word
433,1204307927395229698,violet,word
441,1204307927395229698,constitute,word
445,1204307929576304640,arrest,word
448,1204307929576304640,promic,word
450,1204307929576304640,right,word
451,1204307929576304640,activist,word
460,1204307929576304640,other,word
465,1204307929576304640,ground,word
468,1204307929576304640,proves,word
475,1204307929576304640,activist,word
482,1204307929576304640,work,word
484,1204307929576304640,behalf,word
490,1204307929576304640,vulned,word
491,1204307929576304640,pocul,word
496,1204307941802659840,brog,word
510,1204307941802659840,bring,word
515,1204307941802659840,right,word
516,1204307941802659840,violet,word
521,1204307941802659840,initio,word
524,1204307941802659840,common,word
525,1204307941802659840,blocked,word
528,1204307941802659840,region,word
530,1204307941802659840,restrict,word
532,1204307941802659840,freedom,word
534,1204307941802659840,movement,word
536,1204307941802659840,result,word
539,1204307941802659840,unlaw,word
540,1204307941802659840,arrest,word
542,1204308009179942912,more,word
545,1204308009179942912,people,word
548,1204308009179942912,detain,word
557,1204308009179942912,injury,word
560,1204308009179942912,injury,word
563,1204308009179942912,institue,word
570,1204308009179942912,economic,word
573,1204308009179942912,region,word
578,1204308009179942912,slump,word
582,1204308009179942912,gross,word
583,1204308009179942912,violet,word
585,1204308009179942912,basic,word
586,1204308009179942912,right,word
588,1204308009179942912,continue,word
590,1204308009179942912,today,word
595,1204309028878176258,final,word
596,1204309028878176258,list,word
599,1204309028878176258,release,word
605,1204309028878176258,exclude,word
608,1204309028878176258,people,word
610,1204309028878176258,render,word
613,1204309028878176258,percent,word
616,1204309028878176258,pocul,word
621,1204309028878176258,risk,word
626,1204309028878176258,arbitrary,word
627,1204309028878176258,deprive,word
629,1204309028878176258,citizenship,word
632,1204309028878176258,gross,word
634,1204309028878176258,right,word
635,1204309028878176258,violet,word
642,1204309031235416066,pass,word
645,1204309031235416066,today,word
649,1204309031235416066,violet,word
652,1204309031235416066,right,word
656,1204309031235416066,non-discriminal,word
659,1204309031235416066,people,word
663,1204309031235416066,proved,word
664,1204309031235416066,citizenship,word
668,1204309031235416066,migrant,word
671,1204309031235416066,state,word
683,1204309033026408448,make,word
686,1204309033026408448,law,word
688,1204309033026408448,receive,word
690,1204309033026408448,assent,word
693,1204309033026408448,law,word
698,1204309033026408448,violet,word
701,1204309033026408448,right,word
704,1204309033026408448,people,word
707,1204309033026408448,violet,word
711,1204309033026408448,self-determine,word
720,1204309033026408448,judgement,word
723,1204309035513548800,people,word
726,1204309035513548800,require,word
733,1204309035513548800,magister,word
737,1204309035513548800,ident,word
738,1204309035513548800,recognise,word
741,1204309035513548800,produce,word
743,1204309035513548800,proof,word
747,1204309035513548800,chang,word
749,1204309035513548800,gender,word
751,1204309035513548800,legal,word
752,1204309035513548800,document,word
757,1204309035513548800,gross,word
758,1204309035513548800,violet,word
771,1204309041146499073,approve,word
773,1204309041146499073,propos,word
775,1204309041146499073,remove,word
777,1204309041146499073,tree,word
788,1204309041146499073,member,word
797,1204309041146499073,violet,word
800,1204309041146499073,right,word
803,1204309041146499073,scolog,word
804,1204309041146499073,law,word
811,1204309174475051008,focus,word
813,1204309174475051008,online,word
814,1204309174475051008,violence,word
816,1204309174475051008,do,word
818,1204309174475051008,know,word
823,1204309174475051008,demic,word
825,1204309174475051008,crime,word
826,1204309174475051008,unit,word
828,1204309174475051008,help,word
830,1204309174475051008,online,word
831,1204309174475051008,violence,word
835,1204309174475051008,wish,word
837,1204309174475051008,undertake,word
839,1204309174475051008,action,word
844,1204309174475051008,reach,word
846,1204309174475051008,helpline,word
852,1204309174475051008,pm,word
855,1204309174475051008,visit,word
857,1204309174475051008,website,word
866,1204314001401769987,mani,word
867,1204314001401769987,instant,word
870,1204314001401769987,abuse,word
873,1204314001401769987,power,word
876,1204314001401769987,wit,word
879,1204314001401769987,past,word
880,1204314001401769987,year,word
883,1204314001401769987,scale,word
885,1204314001401769987,frequent,word
888,1204314001401769987,state-sponsor,word
891,1204314001401769987,violet,word
897,1204314001401769987,make,word
900,1204314001401769987,mocker,word
902,1204314001401769987,democracy,word
905,1204317326050578434,know,word
907,1204317326050578434,safe,word
908,1204317326050578434,sex,word
913,1204317326050578434,know,word
921,1204317326050578434,tip,word
923,1204317326050578434,sext,word
928,1204317326050578434,violence,word
939,1204318598128267264,full,word
941,1204318598128267264,equal,word
942,1204318598128267264,enjoy,word
951,1204318598128267264,free,word
954,1204318598128267264,form,word
956,1204318598128267264,violence,word
967,1204325869855985664,updart,word
981,1204338568925085696,speech,word
986,1204338568925085696,pocul,word
994,1204338568925085696,free,word
995,1204338568925085696,internet,word
996,1204338568925085696,must,word
997,1204338568925085696,proved,word
1005,1204341552232820736,today,word
1009,1204341552232820736,account,word
1016,1204341552232820736,month,word
1019,1204341552232820736,moment,word
1021,1204341552232820736,go,word
1022,1204341552232820736,online,word
1025,1204341552232820736,receive,word
1032,1204341561158356993,go,word
1039,1204341561158356993,news,word
1040,1204341561158356993,service,word
1045,1204341561158356993,compliance,word
1048,1204341561158356993,new,word
1049,1204341561158356993,policy,word
1051,1204341561158356993,bulk,word
1061,1204341567571382272,continue,word
1063,1204341567571382272,use,word
1066,1204341567571382272,private,word
1067,1204341567571382272,message,word
1071,1204341567571382272,feel,word
1072,1204341567571382272,free,word
1074,1204341567571382272,reach,word
1079,1204341567571382272,news,word
1081,1204341567571382272,event,word
1094,1204342303994740736,talk,word
1096,1204342303994740736,online,word
1097,1204342303994740736,violence,word
1107,1204342303994740736,expert,word
1109,1204342303994740736,online,word
1110,1204342303994740736,violence,word
1112,1204342303994740736,woman,word
1115,1204342303994740736,people,word
1119,1204342303994740736,share,word
1121,1204342303994740736,peri,word
1124,1204342303994740736,secure,word
1125,1204342303994740736,tip,word
1128,1204342303994740736,help,word
1129,1204342303994740736,make,word
1131,1204342303994740736,internet,word
1133,1204342303994740736,safe,word
1134,1204342303994740736,place,word
1137,1204342306607812609,internet,word
1142,1204342306607812609,inert,word
1144,1204342306607812609,violence,word
1150,1204342306607812609,world,word
1154,1204342306607812609,internet,word
1156,1204342306607812609,prove,word
1161,1204342306607812609,space,word
1163,1204342306607812609,express,word
1169,1204342306607812609,deni,word
1171,1204342306607812609,freedom,word
1173,1204342306607812609,express,word
1176,1204342306607812609,perp,word
1178,1204342306607812609,online,word
1179,1204342306607812609,violence,word
1180,1204342306607812609,make,word
1182,1204342306607812609,space,word
1187,1204342309208223746,constitute,word
1188,1204342309208223746,online,word
1189,1204342309208223746,violence,word
1195,1204342312110678017,point,word
1197,1204342312110678017,come,word
1205,1204342312110678017,woman,word
1211,1204342312110678017,occupy,word
1213,1204342312110678017,internet,word
1216,1204342312110678017,safe,word
1218,1204342312110678017,become,word
1221,1204342312110678017,common,word
1226,1204342312110678017,use,word
1228,1204342312110678017,internet,word
1234,1204342312110678017,occupy,word
1236,1204342312110678017,internet,word
1239,1204342312110678017,let,word
1241,1204342312110678017,troll,word
1242,1204342312110678017,beat,word
1248,1204342314677596160,miss,word
1250,1204342314677596160,story,word
1252,1204342314677596160,tip,word
1254,1204342314677596160,share,word
1256,1204342314677596160,follow,word
1258,1204342314677596160,thread,word
1261,1204342314677596160,share,word
1266,1204342314677596160,story,word
1269,1204342314677596160,secure,word
1270,1204342314677596160,tip,word
1275,1204342317273899008,speak,word
1279,1204342317273899008,wonder,word
1280,1204342317273899008,new,word
1281,1204342317273899008,world,word
1284,1204342317273899008,medium,word
1291,1204342317273899008,start,word
1292,1204342317273899008,receive,word
1294,1204342317273899008,threat,word
1303,1204342320339902464,write,word
1309,1204342320339902464,onto,word
1310,1204342320339902464,trauma,word
1313,1204342320339902464,face,word
1316,1204342320339902464,ex,word
1318,1204342320339902464,hack,word
1321,1204342320339902464,account,word
1323,1204342320339902464,post,word
1325,1204342320339902464,semi-priv,word
1326,1204342320339902464,photo,word
1332,1204342320339902464,page,word
1337,1204342323305336832,photo,word
1340,1204342323305336832,bikini,word
1346,1204342323305336832,put,word
1349,1204342323305336832,site,word
1352,1204342323305336832,knowledge,word
1358,1204342323305336832,receive,word
1359,1204342323305336832,dozen,word
1363,1204342323305336832,death,word
1364,1204342323305336832,threat,word
1366,1204342323305336832,post,word
1368,1204342323305336832,photo,word
1373,1204342323305336832,smoke,word
1376,1204342323305336832,husband,word
1379,1204342323305336832,wed,word
1386,1204342341667975168,tip,word
1389,1204342341667975168,share,word
1402,1204342341667975168,troll,word
1405,1204342341667975168,make,word
1407,1204342341667975168,browser,word
1408,1204342341667975168,history,word
1412,1204342341667975168,abuse,word
1413,1204342341667975168,spots,word
1414,1204342341667975168,can't,word
1423,1204342345153400832,chat,word
1425,1204342345153400832,online,word
1426,1204342345153400832,violence,word
1429,1204342345153400832,mani,word
1430,1204342345153400832,manifest,word
1437,1204342345153400832,check,word
1444,1204342345153400832,moment,word
1448,1204342347955200001,ha,word
1450,1204342347955200001,campaign,word
1451,1204342347955200001,chang,word
1453,1204342347955200001,way,word
1455,1204342347955200001,think,word
1458,1204342347955200001,internet,word
1460,1204342347955200001,woman,word
1465,1204342347955200001,expert,word
1469,1204342347955200001,tell,word
1472,1204342347955200001,thought,word
1479,1204347524527489024,fight,word
1483,1204347524527489024,repel,word
1485,1204347524527489024,autocrat,word
1486,1204347524527489024,govern,word
1489,1204347524527489024,homeland,word
1493,1204347524527489024,rout,word
1496,1204347524527489024,particle,word
1499,1204347524527489024,freedom,word
1500,1204347524527489024,struggle,word
1508,1204355076497825793,remind,word
1513,1204355076497825793,language,word
1517,1204355076497825793,public,word
1518,1204355076497825793,space,word
1522,1204355076497825793,problem,word
1526,1204355076497825793,way,word
1530,1204355076497825793,may,word
1531,1204355076497825793,reframe,word
1539,1204362625871572992,warn,word
1542,1204362625871572992,violence,word
1546,1204362625871572992,men,word
1549,1204362625871572992,ask,word
1550,1204362625871572992,woman,word
1553,1204362625871572992,carri,word
1554,1204362625871572992,condom,word
1558,1204362625871572992,enjoy,word
1561,1204362625871572992,way,word
1565,1204362625871572992,violent,word
1566,1204362625871572992,situal,word
1577,1204363901980348416,today,word
1585,1204363901980348416,delit,word
1587,1204363901980348416,power,word
1588,1204363901980348416,speech,word
1607,1204392823291727872,become,word
1610,1204392823291727872,space,word
1612,1204392823291727872,unrealist,word
1613,1204392823291727872,body,word
1614,1204392823291727872,image,word
1616,1204392823291727872,inappropri,word
1617,1204392823291727872,market,word
1618,1204392823291727872,method,word
1624,1204392823291727872,demand,word
1627,1204392823291727872,day,word
1638,1204394101375995904,violet,word
1639,1204394101375995904,continue,word
1642,1204394101375995904,commit,word
1646,1204394101375995904,day,word
1649,1204394101375995904,take,word
1650,1204394101375995904,action,word
1653,1204394101375995904,last,word
1654,1204394101375995904,day,word
1659,1204394101375995904,active,word
1667,1204399519657578497,people,word
1671,1204399519657578497,organ,word
1674,1204399519657578497,speak,word
1687,1204399519657578497,equal,word
1693,1204399906913443841,happy,word
1697,1204399906913443841,stand,word
1702,1204399906913443841,young,word
1703,1204399906913443841,people,word
1705,1204399906913443841,take,word
1706,1204399906913443841,action,word
1708,1204399906913443841,make,word
1710,1204399906913443841,voice,word
1711,1204399906913443841,hear,word
1717,1204407925080412161,educ,word
1723,1204407925080412161,thing,word
1727,1204407925080412161,value,word
1730,1204407925080412161,society,word
1746,1204416630886780928,talk,word
1748,1204416630886780928,online,word
1749,1204416630886780928,violence,word
1763,1204419217283436547,right,word
1766,1204419217283436547,right,word
1772,1204419217283436547,cinclus,word
1789,1204419494405230597,look,word
1793,1204419494405230597,right,word
1794,1204419494405230597,violet,word
1797,1204419494405230597,sponsor,word
1812,1204419628136423424,make,word
1815,1204419628136423424,doesn’t,word
1816,1204419628136423424,turn,word
1820,1204419628136423424,abuse,word
1834,1204419662835896320,woman,word
1836,1204419662835896320,advice,word
1853,1204419685371875330,protect,word
1858,1204419685371875330,medium,word
1859,1204419685371875330,creat,word
1861,1204419685371875330,learn,word
1863,1204419685371875330,educ,word
1865,1204419685371875330,develop,word
1877,1204419722457972736,protect,word
1882,1204419722457972736,medium,word
1883,1204419722457972736,creat,word
1885,1204419722457972736,learn,word
1887,1204419722457972736,educ,word
1889,1204419722457972736,develop,word
1896,1204419770549821441,command,word
1897,1204419770549821441,focus,word
1899,1204419770549821441,virgin,word
1903,1204419770549821441,ob,word
1908,1204419770549821441,must,word
1911,1204419770549821441,society,word
1915,1204423023681404928,relationship,word
1917,1204423023681404928,visible,word
1918,1204423023681404928,work,word
1922,1204423023681404928,complex,word
1927,1204423023681404928,depict,word
1928,1204423023681404928,resile,word
1929,1204423023681404928,protagonist,word
1931,1204423023681404928,refuse,word
1948,1204424304525500417,remember,word
1950,1204424304525500417,celeb,word
1955,1204424304525500417,woman,word
1957,1204424304525500417,shape,word
1978,1204435453774094336,crucial,word
1979,1204435453774094336,import,word
1982,1204435453774094336,right,word
1985,1204435453774094336,discus,word
1997,1204438122248970240,import,word
1999,1204438122248970240,read,word
2003,1204438122248970240,stay,word
2004,1204438122248970240,alive,word
2011,1204438122248970240,develop,word
2023,1204453221172940800,target,word
2026,1204453221172940800,violence,word
2031,1204453221172940800,way,word
2044,1204454534774480897,discriminal,word
2048,1204454534774480897,violence,word
2053,1204454534774480897,woman,word
2055,1204454534774480897,girl,word
2063,1204469798824030213,face,word
2069,1204469798824030213,active,word
2071,1204469798824030213,should,word
2072,1204469798824030213,know,word
2079,1204469937772933122,must,word
2084,1204469937772933122,particle,word
2086,1204469937772933122,decks,word
2088,1204469937772933122,affect,word
2092,1204469937772933122,use,word
2094,1204469937772933122,power,word
2101,1204470523549421570,start,word
2104,1204470523549421570,join,word
2107,1204470523549421570,covers,word
2114,1204470908464840705,do,word
2118,1204470908464840705,case,word
2130,1204472469643509761,woman,word
2132,1204472469643509761,take,word
2133,1204472469643509761,part,word
2145,1204473482630909952,temin,word
2148,1204473482630909952,last,word
2149,1204473482630909952,decad,word
2160,1204485830485692424,right,word
2161,1204485830485692424,day,word
2164,1204485830485692424,call,word
2167,1204485830485692424,action,word
2170,1204485830485692424,climate,word
2171,1204485830485692424,crisis,word
2174,1204485830485692424,big,word
2175,1204485830485692424,threat,word
2178,1204485830485692424,right,word
2186,1204507547606175747,today,word
2190,1204507547606175747,mark,word
2192,1204507547606175747,last,word
2193,1204507547606175747,day,word
2209,1204514898413334529,global,word
2210,1204514898413334529,surg,word
2212,1204514898413334529,authoritarian,word
2213,1204514898413334529,movement,word
2215,1204514898413334529,caus,word
2216,1204514898413334529,backlash,word
2219,1204514898413334529,right,word
2221,1204514898413334529,people,word
2225,1204514898413334529,world,word
2227,1204514898413334529,rais,word
2230,1204514898413334529,say,word
2247,1204538841392197634,today,word
2252,1204538841392197634,remain,word
2253,1204538841392197634,silent,word
2255,1204538841392197634,ask,word
2257,1204538841392197634,activist,word
2342,1204545088644419590,consent,word
2344,1204545088644419590,learn,word
2360,1204575293119356928,response,word
2365,1204575293119356928,world,word
2369,1204575293119356928,enjoy,word
2370,1204575293119356928,equal,word
2374,1204575293119356928,life,word
2377,1204575293119356928,discriminal,word
2381,1204604215995355136,actor,word
2383,1204604215995355136,get,word
2384,1204604215995355136,few,word
2385,1204604215995355136,dialogue,word
2388,1204604215995355136,director,word
2390,1204604215995355136,make,word
2391,1204604215995355136,few,word
2392,1204604215995355136,move,word
2395,1204604215995355136,wrong,word
2398,1204604215995355136,represent,word
2403,1204604215995355136,explain,word
2406,1204604215995355136,article,word
2409,1204605494402453504,thank,word
2414,1204605494402453504,join,word
2421,1204605494402453504,help,word
2425,1204605494402453504,show,word
2428,1204605494402453504,stand,word
2432,1204605494402453504,violence,word
2434,1204605494402453504,woman,word
2440,1204605494402453504,silent,word
2442,1204605494402453504,woman,word
2444,1204605494402453504,girl,word
2446,1204605494402453504,live,word
2447,1204605494402453504,free,word
2449,1204605494402453504,fear,word
2451,1204605494402453504,violence,word
2453,1204605494402453504,be,word
2461,1204619315430838272,time,word
2467,1204619315430838272,step,word
2471,1204619315430838272,house,word
2475,1204619315430838272,walk,word
2476,1204619315430838272,hund,word
2480,1204619315430838272,spread,word
2482,1204619315430838272,message,word
2484,1204619315430838272,freedom,word
2489,1204635681441615872,import,word
2499,1204635681441615872,don’t,word
2500,1204635681441615872,continue,word
2503,1204635681441615872,society,word
2507,1204635681441615872,respect,word
2510,1204635681441615872,accord,word
2515,1204635681441615872,defend,word
2526,1204637863712841728,most,word
2527,1204637863712841728,people,word
2530,1204637863712841728,alley,word
2532,1204637863712841728,sceptic,word
2542,1204637863712841728,survivor,word
2546,1204637863712841728,high,word
2547,1204637863712841728,time,word
2550,1204637863712841728,come,word
2552,1204637863712841728,patriarch,word
2553,1204637863712841728,bias,word
2555,1204637863712841728,enable,word
2556,1204637863712841728,real,word
2557,1204637863712841728,rapist,word
2559,1204637863712841728,escape,word
2560,1204637863712841728,justice,word
2568,1204649514344353795,person,word
2571,1204649514344353795,fear,word
2573,1204649514344353795,violence,word
2575,1204649514344353795,step,word
2578,1204649514344353795,house,word
2580,1204649514344353795,lead,word
2582,1204649514344353795,self-impose,word
2583,1204649514344353795,curfew,word
2585,1204649514344353795,excess,word
2586,1204649514344353795,vigil,word
2590,1204649514344353795,avoid,word
2592,1204649514344353795,enter,word
2593,1204649514344353795,space,word
2599,1204649514344353795,take,word
2606,1204649514344353795,threat,word
2616,1204663644673327104,check,word
2630,1204663644673327104,society,word
2643,1204663701782941699,cinema,word
2662,1204663732539801600,woman,word
2664,1204663732539801600,advice,word
2679,1204664614715215872,news,word
2684,1204664614715215872,ordinary,word
2686,1204664614715215872,normal,word
2690,1204664614715215872,tuck,word
2698,1204664614715215872,report,word
2701,1204664614715215872,forget,word
2711,1204679714142597120,fight,word
2717,1204679714142597120,right,word
2722,1204679714142597120,reality,word
2724,1204679714142597120,cannot,word
2725,1204679714142597120,deni,word
2728,1204679714142597120,bring,word
2731,1204679714142597120,notice,word
2733,1204679714142597120,new,word
2734,1204679714142597120,face,word
2760,1204680985025155072,come,word
2772,1204680985025155072,stand,word
2775,1204680985025155072,form,word
2777,1204680985025155072,violence,word
2782,1204690407302541313,unaccept,word
2785,1204690407302541313,country,word
2789,1204690407302541313,constitute,word
2791,1204690407302541313,give,word
2792,1204690407302541313,prefer,word
2795,1204690407302541313,religio,word
2796,1204690407302541313,group,word
2798,1204690407302541313,acquist,word
2800,1204690407302541313,citizenship,word
2805,1204690407302541313,logic,word
2806,1204690407302541313,flaw,word
2809,1204690407302541313,justify,word
2810,1204690407302541313,proved,word
2830,1204690460138201089,embow,word
2833,1204690460138201089,make,word
2834,1204690460138201089,law,word
2843,1204690460138201089,power,word
2845,1204690460138201089,alter,word
2848,1204690460138201089,basic,word
2849,1204690460138201089,structure,word
2853,1204690460138201089,constitute,word
2856,1204690460138201089,neat,word
2859,1204690460138201089,principle,word
2861,1204690460138201089,secular,word
2863,1204690460138201089,liber,word
2865,1204690460138201089,equal,word
2867,1204690460138201089,justice,word
2873,1204690498608402438,base,word
2882,1204690498608402438,choose,word
2887,1204690498608402438,tie,word
2898,1204690498608402438,part,word
2906,1204690498608402438,look,word
2909,1204690498608402438,border,word
2922,1204690498608402438,exclude,word
2932,1204690542183014400,face,word
2934,1204690542183014400,genocide,word
2957,1204690542183014400,see,word
2959,1204690542183014400,persecute,word
2960,1204690542183014400,religio,word
2961,1204690542183014400,minor,word
2964,1204690542183014400,country,word
2972,1204690546368884736,discuss,word
2980,1204690546368884736,bill,word
2987,1204690546368884736,unsound,word
2991,1204690546368884736,argument,word
2997,1204690546368884736,bill,word
3002,1204690546368884736,warp,word
3003,1204690546368884736,understand,word
3006,1204690546368884736,history,word
3013,1204691512002580480,constitute,word
3016,1204691512002580480,proved,word
3018,1204691512002580480,equal,word
3021,1204691512002580480,law,word
3023,1204691512002580480,equal,word
3024,1204691512002580480,protect,word
3027,1204691512002580480,territory,word
3033,1204691512002580480,proves,word
3039,1204691512002580480,asylum,word
3040,1204691512002580480,seeker,word
3042,1204691512002580480,give,word
3046,1204691512002580480,want,word
3049,1204691512002580480,protect,word
3061,1204694812827385856,call,word
3063,1204694812827385856,birth,word
3064,1204694812827385856,control,word
3066,1204694812827385856,educ,word
3068,1204694812827385856,major,word
3069,1204694812827385856,barrier,word
3071,1204694812827385856,overcome,word
3073,1204694812827385856,achieve,word
3074,1204694812827385856,parity,word
3093,1204705876461772801,today,word
3095,1204705876461772801,speak,word
3098,1204705876461772801,confer,word
3101,1204705876461772801,speak,word
3104,1204705876461772801,woman,word
3107,1204705876461772801,common,word
3110,1204705876461772801,use,word
3112,1204705876461772801,internet,word
3116,1204705876461772801,meet,word
3120,1204705876461772801,keynote,word
3121,1204705876461772801,speaker,word
3123,1204705876461772801,renown,word
3125,1204705876461772801,activist,word
3132,1204717466389102592,film,word
3135,1204717466389102592,differ,word
3136,1204717466389102592,region,word
3142,1204717466389102592,differ,word
3143,1204717466389102592,language,word
3144,1204717466389102592,proved,word
3146,1204717466389102592,resile,word
3147,1204717466389102592,vision,word
3152,1204717466389102592,work,word
3159,1204725012852285445,stay,word
3160,1204725012852285445,alive,word
3167,1204725012852285445,develop,word
3169,1204725012852285445,write,word
3174,1204725012852285445,encompass,word
3176,1204725012852285445,understand,word
3183,1204725012852285445,feminist,word
3184,1204725012852285445,interpret,word
3190,1204726291750170625,planet,word
3193,1204726291750170625,threat,word
3196,1204726291750170625,time,word
3213,1204755211840917505,people,word
3214,1204755211840917505,use,word
3215,1204755211840917505,extort,word
3217,1204755211840917505,turn,word
3221,1204755211840917505,sexual,word
3222,1204755211840917505,abuse,word
3229,1204755211840917505,woman,word
3238,1204770310479863809,particle,word
3241,1204770310479863809,interior,word
3246,1204770310479863809,trajectory,word
3249,1204770310479863809,fade,word
3250,1204770310479863809,represent,word
3259,1204771584285773826,become,word
3262,1204771584285773826,young,word
3264,1204771584285773826,prime,word
3265,1204771584285773826,minis,word
3269,1204771584285773826,head,word
3271,1204771584285773826,coalite,word
3276,1204771584285773826,parti,word
3279,1204771584285773826,lead,word
3281,1204771584285773826,woman,word
3288,1204785410108481542,work,word
3295,1204785410108481542,not,word
3297,1204785410108481542,stop,word
3300,1204785410108481542,progress,word
3304,1204785410108481542,society,word
3314,1204800510420602880,decide,word
3315,1204800510420602880,decide,word
3318,1204800510420602880,inced,word
3319,1204800510420602880,inced,word
3326,1204800510420602880,receive,word
3327,1204800510420602880,receive,word
3330,1204800510420602880,coverage,word
3331,1204800510420602880,coverage,word
3344,1204800510420602880,explain,word
3345,1204800510420602880,explain,word
3352,1204811858588377090,huge,word
3358,1204811858588377090,became,word
3361,1204811858588377090,person,word
3364,1204811858588377090,year,word
3366,1204811858588377090,thank,word
3369,1204811858588377090,show,word
3371,1204811858588377090,world,word
3374,1204811858588377090,understem,word
3376,1204811858588377090,power,word
3380,1204811858588377090,voice,word
3386,1204811858588377090,take,word
3393,1204815610770841600,fight,word
3398,1204815610770841600,right,word
3403,1204815610770841600,onto,word
3404,1204815610770841600,struggle,word
3411,1204815610770841600,know,word
3414,1204815610770841600,new,word
3420,1204815610770841600,tell,word
3424,1204815610770841600,import,word
3425,1204815610770841600,activist,word
3431,1204816891300237313,make,word
3442,1204816891300237313,begin,word
3445,1204816891300237313,crisis,word
3448,1204816891300237313,onto,word
3449,1204816891300237313,crise,word
3457,1204832098911211523,do,word
3459,1204832098911211523,need,word
3461,1204832098911211523,stop,word
3463,1204832098911211523,culture,word
3477,1204833363028258817,lie,word
3480,1204833363028258817,death,word
3491,1204834940489256960,writer,word
3503,1204835829115478016,journalist,word
3505,1204835829115478016,activist,word
3511,1204862190035095555,press,word
3516,1204862190035095555,report,word
3518,1204862190035095555,look,word
3520,1204862190035095555,new,word
3521,1204862190035095555,form,word
3523,1204862190035095555,inert,word
3526,1204862190035095555,new,word
3527,1204862190035095555,len,word
3531,1204862190035095555,average,word
3534,1204862190035095555,today,word
3538,1204862190035095555,full,word
3539,1204862190035095555,report,word
3546,1204912002155646977,gender,word
3547,1204912002155646977,ident,word
3549,1204912002155646977,sexual,word
3550,1204912002155646977,orient,word
3552,1204912002155646977,define,word
3554,1204912002155646977,right,word
3558,1204912002155646977,be,word
3561,1204912002155646977,free,word
3563,1204912002155646977,equal,word
3568,1204954048983642112,orang,word
3569,1204954048983642112,billboard,word
3583,1204954048983642112,world,word
3586,1204954048983642112,take,word
3588,1204954048983642112,stand,word
3590,1204954048983642112,rape,word
3592,1204954048983642112,take,word
3601,1204954048983642112,moment,word
3610,1204966604460609536,life,word
3613,1204966604460609536,journalist,word
3617,1204966604460609536,death,word
3623,1204966604460609536,large,word
3624,1204966604460609536,reality,word
3628,1204966604460609536,serial,word
3629,1204966604460609536,assassin,word
3632,1204966604460609536,critic,word
3639,1204981703451635712,understand,word
3645,1204981703451635712,student,word
3647,1204981703451635712,treat,word
3650,1204981703451635712,classroom,word
3654,1204981703451635712,school,word
3657,1204981703451635712,sexist,word
