,tweet,text,type
8380,1206719417238917122,equal,word
8389,1206764715415916544,woman,word
8391,1206764715415916544,win,word
8394,1206764715415916544,person,word
8397,1206764715415916544,year,word
8404,1206764715415916544,history,word
8420,1206769003642834944,protest,word
8422,1206769003642834944,unconstituted,word
8431,1206769003642834944,carri,word
8437,1206778544048750593,individ,word
8438,1206778544048750593,gather,word
8448,1206778544048750593,pm,word
8459,1206778544048750593,recent,word
8462,1206778544048750593,student,word
8470,1206793642788175873,episode,word
8474,1206793642788175873,can,word
8476,1206793642788175873,shame,word
8480,1206793642788175873,body,word
8487,1206798749239955459,turn,word
8489,1206798749239955459,peace,word
8490,1206798749239955459,protest,word
8501,1206810012800167936,world,word
8504,1206810012800167936,girl,word
8507,1206810012800167936,story,word
8508,1206810012800167936,diver,word
8511,1206810012800167936,strength,word
8515,1206810012800167936,threat,word
8529,1206811537614110721,hide,word
8531,1206811537614110721,cast,word
8546,1206811716136210432,first,word
8547,1206811716136210432,woman,word
8549,1206811716136210432,offic,word
8578,1206828857623367681,big,word
8579,1206828857623367681,challenge,word
8583,1206828857623367681,stand,word
8588,1206828857623367681,stand,word
8609,1206838941728591872,belong,word
8616,1206838941728591872,privilege,word
8617,1206838941728591872,class,word
8622,1206838941728591872,disable,word
8626,1206838941728591872,health,word
8627,1206838941728591872,concern,word
8631,1206838941728591872,major,word
8632,1206838941728591872,religion,word
8645,1206854040983949312,infilter,word
8647,1206854040983949312,campus,word
8660,1206854040983949312,student,word
8663,1206854040983949312,order,word
8665,1206854040983949312,disrupt,word
8667,1206854040983949312,protest,word
8674,1206855312537509888,give,word
8676,1206855312537509888,gift,word
8678,1206855312537509888,empower,word
8681,1206855312537509888,holiday,word
8682,1206855312537509888,season,word
8687,1206855312537509888,could,word
8688,1206855312537509888,help,word
8691,1206855312537509888,advice,word
8695,1206855312537509888,right,word
8700,1206855312537509888,leader,word
8702,1206855312537509888,govern,word
8714,1206858808464535552,updart,word
8744,1206858808464535552,pm,word
8767,1206858808464535552,pm,word
8775,1206869140834643968,anthology,word
8784,1206869140834643968,hide,word
8786,1206869140834643968,cast,word
8788,1206869140834643968,herald,word
8790,1206869140834643968,brave,word
8791,1206869140834643968,new,word
8792,1206869140834643968,voice,word
8797,1206869140834643968,sphere,word
8817,1206891791049461761,fugit,word
8818,1206891791049461761,fugit,word
8821,1206891791049461761,infamy,word
8822,1206891791049461761,infamy,word
8827,1206891791049461761,accord,word
8828,1206891791049461761,accord,word
8833,1206891791049461761,source,word
8834,1206891791049461761,source,word
8839,1206891791049461761,form,word
8840,1206891791049461761,form,word
8847,1206891791049461761,nation,word
8848,1206891791049461761,nation,word
8851,1206891791049461761,name,word
8852,1206891791049461761,name,word
8859,1206891791049461761,be,word
8860,1206891791049461761,be,word
8863,1206891791049461761,justice,word
8864,1206891791049461761,justice,word
8874,1206899339076833281,unknown,word
8875,1206899339076833281,woman,word
8878,1206899339076833281,succumb,word
8883,1206899339076833281,birth,word
8887,1206899339076833281,make,word
8889,1206899339076833281,strong,word
8895,1206900615315636225,people,word
8898,1206900615315636225,someone,word
8899,1206900615315636225,come,word
8905,1206900615315636225,sexual,word
8906,1206900615315636225,invite,word
8913,1206900615315636225,activist,word
8915,1206900615315636225,educ,word
8920,1206903198167920641,thread,word
8924,1206903198167920641,need,word
8938,1206903198167920641,project,word
8940,1206903198167920641,make,word
8949,1206903198167920641,pass,word
8951,1206903198167920641,undemocratic,word
8953,1206903198167920641,unconstituted,word
8954,1206903198167920641,law,word
8956,1206903198167920641,come,word
8962,1206903198167920641,get,word
8965,1206903198167920641,impune,word
8993,1206903199912714241,step,word
8994,1206903199912714241,take,word
8997,1206903199912714241,govern,word
9003,1206903199912714241,month,word
9006,1206903199912714241,re-elect,word
9011,1206903199912714241,imagine,word
9014,1206903199912714241,store,word
9017,1206903199912714241,next,word
9019,1206903199912714241,year,word
9023,1206903201829511168,rank,word
9028,1206903201829511168,country,word
9030,1206903201829511168,term,word
9032,1206903201829511168,press,word
9033,1206903201829511168,freedom,word
9038,1206903201829511168,plan,word
9041,1206903201829511168,curb,word
9043,1206903201829511168,freedom,word
9046,1206903201829511168,draft,word
9047,1206903201829511168,register,word
9059,1206903201829511168,require,word
9060,1206903201829511168,publish,word
9062,1206903201829511168,news,word
9067,1206903201829511168,resist,word
9075,1206903203926659072,data,word
9076,1206903203926659072,protect,word
9084,1206903203926659072,table,word
9094,1206903203926659072,allow,word
9101,1206903203926659072,data,word
9103,1206903203926659072,ground,word
9105,1206903203926659072,sovereignty,word
9108,1206903203926659072,order,word
9112,1206903203926659072,danger,word
9113,1206903203926659072,imply,word
9120,1206903203926659072,imply,word
9122,1206903203926659072,voice,word
9136,1206903206145454083,come,word
9141,1206903206145454083,pechan,word
9143,1206903206145454083,persecute,word
9151,1206903206145454083,ask,word
9154,1206903206145454083,burden,word
9157,1206903206145454083,citizenship,word
9159,1206903206145454083,lie,word
9162,1206903206145454083,citizen,word
9166,1206903206145454083,state,word
9168,1206903206145454083,absolute,word
9169,1206903206145454083,control,word
9172,1206903206145454083,process,word
9176,1206903207827369984,protect,word
9183,1206903207827369984,situal,word
9185,1206903207827369984,failure,word
9187,1206903207827369984,prove,word
9189,1206903207827369984,citizenship,word
9193,1206903207827369984,exercise,word
9200,1206903207827369984,give,word
9206,1206903207827369984,ideology,word
9207,1206903207827369984,lean,word
9209,1206903207827369984,power,word
9213,1206903207827369984,vulned,word
9216,1206903207827369984,regard,word
9218,1206903207827369984,iller,word
9219,1206903207827369984,citizen,word
9226,1206903209886773248,resist,word
9229,1206903209886773248,give,word
9234,1206903209886773248,time,word
9236,1206903209886773248,protest,word
9240,1206903209886773248,organs,word
9243,1206903209886773248,major,word
9244,1206903209886773248,town,word
9246,1206903209886773248,city,word
9249,1206903209886773248,country,word
9252,1206903209886773248,day,word
9257,1206903209886773248,discourse,word
9260,1206903209886773248,issue,word
9263,1206903209886773248,medium,word
9270,1206903211640049664,need,word
9272,1206903211640049664,keep,word
9274,1206903211640049664,momentum,word
9275,1206903211640049664,go,word
9281,1206903211640049664,get,word
9284,1206903211640049664,impune,word
9287,1206903211640049664,undemocratic,word
9289,1206903211640049664,repress,word
9290,1206903211640049664,action,word
9293,1206903211640049664,long,word
9297,1206903211640049664,protest,word
9300,1206903211640049664,keep,word
9304,1206903211640049664,take,word
9306,1206903211640049664,day,word
9309,1206903211640049664,work,word
9315,1206903211640049664,protest,word
9320,1206903211640049664,democracy,word
9327,1206929539731001346,believe,word
9328,1206929539731001346,social,word
9329,1206929539731001346,justice,word
9333,1206929539731001346,part,word
9339,1206929539731001346,justice,word
9341,1206929539731001346,remain,word
9343,1206929539731001346,non-neroli,word
9344,1206929539731001346,article,word
9346,1206929539731001346,faith,word
9356,1206944638155624448,preamble,word
9361,1206944638155624448,protest,word
9362,1206944638155624448,sit,word
9364,1206944638155624448,front,word
9367,1206944638155624448,barricade,word
9368,1206944638155624448,demand,word
9370,1206944638155624448,end,word
9374,1206944638155624448,inflict,word
9377,1206944638155624448,student,word
9378,1206944638155624448,protest,word
9391,1206945920480362496,child,word
9397,1206945920480362496,name,word
9399,1206945920480362496,nation,word
9401,1206945920480362496,legal,word
9402,1206945920480362496,ident,word
9405,1206945920480362496,must,word
9407,1206945920480362496,stop,word
9410,1206945920480362496,child,word
9419,1206945920480362496,birth,word
9420,1206945920480362496,certif,word
9429,1206956562939596800,right,word
9435,1206956562939596800,woman,word
9437,1206956562939596800,girl,word
9441,1206956562939596800,face,word
9443,1206956562939596800,form,word
9445,1206956562939596800,discriminal,word
9454,1206959738216271872,small,word
9457,1206959738216271872,big,word
9464,1206959738216271872,judge,word
9466,1206959738216271872,carri,word
9468,1206959738216271872,mass,word
9471,1206959738216271872,chest,word
9473,1206959738216271872,hold,word
9477,1206959738216271872,belt,word
9478,1206959738216271872,tie,word
9484,1206959738216271872,let,word
9489,1206959738216271872,tough,word
9490,1206959738216271872,job,word
9544,1206974836737744901,doe,word
9547,1206974836737744901,reinforce,word
9548,1206974836737744901,structure,word
9549,1206974836737744901,discriminal,word
9557,1206989936135671809,speak,word
9562,1206989936135671809,country,word
9564,1206989936135671809,suffer,word
9565,1206989936135671809,structure,word
9571,1206989936135671809,people,word
9575,1206989936135671809,state,word
9578,1206989936135671809,democracy,word
9589,1206991214286954498,men,word
9592,1206991214286954498,family,word
9593,1206991214286954498,migrate,word
9596,1206991214286954498,differ,word
9597,1206991214286954498,reason,word
9599,1206991214286954498,learn,word
9612,1206997535606226944,excls,word
9614,1206997535606226944,educ,word
9618,1206997535606226944,be,word
9633,1206997545320251394,iron,word
9634,1206997545320251394,ob,word
9648,1206997656876142592,iron,word
9649,1206997656876142592,ob,word
9656,1207006368303071232,photo,word
9667,1207007825429454849,protest,word
9668,1207007825429454849,erupt,word
9673,1207007825429454849,violence,word
9681,1207009105770139654,review,word
9696,1207031353692344320,case,word
9698,1207031353692344320,miss,word
9703,1207031353692344320,world,word
9708,1207031353692344320,partner,word
9709,1207031353692344320,organ,word
9710,1207031353692344320,active,word
9712,1207031353692344320,young,word
9713,1207031353692344320,people,word
9715,1207031353692344320,r,word
9720,1207036505576935425,word,word
9722,1207036505576935425,shake,word
9724,1207036505576935425,world,word
9727,1207036505576935425,newfound,word
9728,1207036505576935425,way,word
9730,1207036505576935425,unit,word
9731,1207036505576935425,woman,word
9734,1207036505576935425,share,word
9736,1207036505576935425,expert,word
9749,1207039221996949505,year,word
9754,1207039221996949505,calculi,word
9757,1207039221996949505,would,word
9758,1207039221996949505,take,word
9760,1207039221996949505,year,word
9764,1207039221996949505,global,word
9765,1207039221996949505,gender,word
9766,1207039221996949505,gap,word
9769,1207039221996949505,long,word
9772,1207039221996949505,think,word
9775,1207039221996949505,take,word
9782,1207066708567109632,woman,word
9785,1207066708567109632,cry,word
9788,1207066708567109632,hear,word
9794,1207066708567109632,woman,word
9797,1207066708567109632,hurt,word
9801,1207066708567109632,hurt,word
9808,1207066708567109632,woman,word
9816,1207066708567109632,shall,word
9817,1207066708567109632,shine,word
9820,1207066708567109632,listen,word
9823,1207066708567109632,song,word
9827,1207066708567109632,inspire,word
9861,1207081800763396098,gender,word
9862,1207081800763396098,equal,word
9866,1207099860899500032,everyone,word
9869,1207099860899500032,part,word
9871,1207099860899500032,play,word
9874,1207099860899500032,refuge,word
9886,1207127107496796162,continue,word
9888,1207127107496796162,spur,word
9890,1207127107496796162,culture,word
9891,1207127107496796162,reckon,word
9901,1207127107496796162,long,word
9902,1207127107496796162,way,word
9904,1207127107496796162,go,word
9907,1207127107496796162,sexual,word
9908,1207127107496796162,violence,word
9910,1207127107496796162,get,word
9913,1207127107496796162,survivor,word
9923,1207140930987462657,story,word
9928,1207140930987462657,quilt,word
9938,1207140930987462657,first,word
9942,1207140930987462657,explore,word
9944,1207140930987462657,theme,word
9950,1207156030561497088,term,word
9952,1207156030561497088,attack,word
9955,1207156030561497088,student,word
9957,1207156030561497088,state,word
9958,1207156030561497088,sponsor,word
9960,1207156030561497088,would,word
9964,1207156030561497088,eager,word
9970,1207172402817458176,today,word
9974,1207172402817458176,migrate,word
9976,1207172402817458176,open,word
9978,1207172402817458176,new,word
9979,1207172402817458176,opportune,word
9981,1207172402817458176,woman,word
9986,1207172402817458176,require,word
9987,1207172402817458176,family,word
9989,1207172402817458176,navig,word
9991,1207172402817458176,complex,word
9992,1207172402817458176,web,word
9994,1207172402817458176,policy,word
9996,1207172402817458176,regal,word
9998,1207172402817458176,affect,word
10000,1207172402817458176,life,word
10002,1207172402817458176,learn,word
10009,1207173697829818368,protest,word
10012,1207173697829818368,citizenship,word
10013,1207173697829818368,amend,word
10021,1207201329032187905,amend,word
10026,1207201329032187905,recognise,word
10028,1207201329032187905,divis,word
10029,1207201329032187905,power,word
10032,1207201329032187905,show,word
10034,1207201329032187905,photo,word
10038,1207201329032187905,outrage,word
10051,1207202753560203264,photo,word
10052,1207202753560203264,essay,word
10053,1207202753560203264,publish,word
10056,1207202753560203264,today,word
10065,1207208163239325697,understand,word
10068,1207208163239325697,backdrop,word
10075,1207208163239325697,embow,word
10081,1207208163239325697,decide,word
10085,1207208163239325697,citizen,word
10092,1207208163239325697,category,word
10094,1207208163239325697,people,word
10098,1207208163239325697,declare,word
10099,1207208163239325697,iller,word
10100,1207208163239325697,migr,word
10112,1207216428505542656,protest,word
10118,1207216428505542656,submenu,word
10119,1207216428505542656,violence,word
10122,1207216428505542656,policy,word
10125,1207216428505542656,tell,word
10128,1207216428505542656,people,word
10133,1207216428505542656,dissent,word
10141,1207217698180075522,convent,word
10144,1207217698180075522,elemin,word
10147,1207217698180075522,form,word
10149,1207217698180075522,discriminal,word
10160,1207217698180075522,right,word
10161,1207217698180075522,treaty,word
10164,1207217698180075522,today,word
10167,1207217698180075522,turn,word
10170,1207217698180075522,learn,word
10178,1207231527978799105,individ,word
10179,1207231527978799105,gather,word
10194,1207231527978799105,recent,word
10197,1207231527978799105,student,word
10200,1207231527978799105,tell,word
10214,1207251451367641088,courtesy,word
10227,1207254179841839104,exist,word
10230,1207254179841839104,space,word
10234,1207254179841839104,need,word
10236,1207254179841839104,stop,word
10242,1207254179841839104,form,word
10250,1207261726988619778,student,word
10252,1207261726988619778,bull,word
10255,1207261726988619778,extent,word
10258,1207261726988619778,commit,word
10259,1207261726988619778,suicide,word
10262,1207261726988619778,question,word
10280,1207263000610168833,state,word
10282,1207263000610168833,woman,word
10285,1207263000610168833,family,word
10286,1207263000610168833,must,word
10292,1207263000610168833,service,word
10296,1207263000610168833,health,word
10298,1207263000610168833,educ,word
10308,1207281932137971712,spend,word
10310,1207281932137971712,harrow,word
10311,1207281932137971712,day,word
10318,1207281932137971712,policy,word
10319,1207281932137971712,violence,word
10324,1207281932137971712,words,word
10329,1207281932137971712,see,word
10335,1207286684146028545,light,word
10344,1207286684146028545,violence,word
10347,1207286684146028545,protestor,word
10351,1207286684146028545,decide,word
10353,1207286684146028545,replace,word
10357,1207286684146028545,picnic,word
10360,1207286684146028545,feminist,word
10361,1207286684146028545,solidare,word
10362,1207286684146028545,meet,word
10364,1207286684146028545,discuss,word
10369,1207286684146028545,amplify,word
10371,1207286684146028545,voice,word
10384,1207291927244107776,enter,word
10389,1207291927244107776,use,word
10391,1207291927244107776,arm,word
10394,1207291927244107776,student,word
10398,1207291927244107776,staff,word
10401,1207291927244107776,question,word
10404,1207291927244107776,turn,word
10406,1207291927244107776,protest,word
10414,1207307027799793667,represent,word
10417,1207307027799793667,suppress,word
10420,1207307027799793667,sexual,word
10423,1207307027799793667,denial,word
10427,1207307027799793667,agent,word
10430,1207307027799793667,patriarch,word
10431,1207307027799793667,society,word
10434,1207307027799793667,admit,word
10440,1207307027799793667,first,word
10442,1207307027799793667,film,word
10444,1207307027799793667,explore,word
10446,1207307027799793667,theme,word
10453,1207308303300276227,right,word
10455,1207308303300276227,human,word
10456,1207308303300276227,right,word
10464,1207316060350734336,attend,word
10469,1207316060350734336,protest,word
10470,1207316060350734336,work,word
10476,1207316060350734336,time,word
10478,1207316060350734336,show,word
10483,1207316060350734336,resist,word
10488,1207316060350734336,join,word
10491,1207316060350734336,protest,word
10497,1207316060350734336,tomorrow,word
10502,1207316060350734336,city,word
10507,1207316337900441603,thank,word
10511,1207316337900441603,volent,word
10513,1207316337900441603,time,word
10515,1207316337900441603,creat,word
10517,1207316337900441603,video,word
10523,1207322125578539008,policy,word
10524,1207322125578539008,indulge,word
10532,1207322125578539008,unarm,word
10533,1207322125578539008,protestor,word
10536,1207322125578539008,go,word
10540,1207322125578539008,basic,word
10541,1207322125578539008,response,word
10544,1207322125578539008,entrust,word
10547,1207322125578539008,protect,word
10549,1207322125578539008,defenseless,word
10551,1207322125578539008,capture,word
10553,1207322125578539008,real,word
10554,1207322125578539008,chimin,word
10559,1207337225362563073,be,word
10561,1207337225362563073,go,word
10564,1207337225362563073,protest,word
10567,1207337225362563073,even,word
10573,1207337225362563073,common,word
10574,1207337225362563073,question,word
10575,1207337225362563073,ask,word
10579,1207337225362563073,workplace,word
10581,1207337225362563073,universe,word
10587,1207337225362563073,week,word
10590,1207337225362563073,give,word
10593,1207337225362563073,glimpse,word
10596,1207337225362563073,protest,word
10608,1207346886186659840,blocked,word
10609,1207346886186659840,became,word
10611,1207346886186659840,long,word
10616,1207346886186659840,impose,word
10620,1207346886186659840,state,word
10625,1207346886186659840,choice,word
10628,1207346886186659840,wonder,word
10633,1207352325230256128,protest,word
10641,1207352325230256128,country,word
10644,1207352325230256128,tell,word
10648,1207352325230256128,rais,word
10650,1207352325230256128,voice,word
10658,1207352325230256128,follow,word
10672,1207353602634928129,student,word
10674,1207353602634928129,decide,word
10677,1207353602634928129,want,word
10681,1207353602634928129,coedit,word
10685,1207353602634928129,worker,word
10690,1207353602634928129,find,word
10702,1207368728536592387,be,word
10705,1207368728536592387,woman,word
10708,1207368728536592387,make,word
10715,1207370162896351233,be,word
10716,1207370162896351233,feminist,word
10717,1207370162896351233,oppos,word
10719,1207370162896351233,citizenship,word
10720,1207370162896351233,amend,word
10727,1207371266556080130,can,word
10728,1207371266556080130,build,word
10730,1207371266556080130,workplace,word
10734,1207372929442439173,power,word
10735,1207372929442439173,tweet,word
10737,1207372929442439173,celeb,word
10743,1207372929442439173,need,word
10789,1207398899532681219,sing,word
10805,1207444200847020033,proport,word
10807,1207444200847020033,woman,word
10808,1207444200847020033,migrant,word
10821,1207444200847020033,country,word
10823,1207444200847020033,explore,word
10828,1207444200847020033,dashboard,word
10830,1207444200847020033,find,word
10844,1207489495291105280,stay,word
10847,1207489495291105280,migrate,word
10849,1207489495291105280,affect,word
10850,1207489495291105280,woman,word
10853,1207489495291105280,differ,word
10854,1207489495291105280,way,word
10862,1207503319637217282,valuable,word
10866,1207503319637217282,educ,word
10867,1207503319637217282,people,word
10869,1207503319637217282,more,word
10870,1207503319637217282,celeb,word
10872,1207503319637217282,massive,word
10873,1207503319637217282,influence,word
10874,1207503319637217282,need,word
10876,1207503319637217282,come,word
10879,1207503319637217282,take,word
10881,1207503319637217282,stand,word
10886,1207503319637217282,strong,word
10887,1207503319637217282,celeb,word
10888,1207503319637217282,tweet,word
10898,1207507500045484032,photo,word
10913,1207507510778744833,protest,word
10914,1207507510778744833,erupt,word
10919,1207507510778744833,violence,word
10936,1207513414181875713,attend,word
10941,1207513414181875713,protest,word
10942,1207513414181875713,work,word
10948,1207513414181875713,time,word
10950,1207513414181875713,show,word
10959,1207518418707968000,workplace,word
10961,1207518418707968000,rampant,word
10967,1207518418707968000,guid,word
10975,1207518418707968000,safe,word
10985,1207534787109490688,world,word
10986,1207534787109490688,turn,word
10989,1207534787109490688,put,word
10991,1207534787109490688,spotlight,word
10993,1207534787109490688,end,word
10994,1207534787109490688,violence,word
10996,1207534787109490688,woman,word
11004,1207563716792705024,get,word
11012,1207563716792705024,tell,word
11021,1207571045315760128,protest,word
11023,1207571045315760128,everyone,word
11025,1207571045315760128,convey,word
11031,1207571045315760128,vent,word
11035,1207571045315760128,restrict,word
11038,1207571045315760128,shutdown,word
11040,1207571045315760128,see,word
11050,1207578514284797953,protestor,word
11054,1207578514284797953,detain,word
11056,1207578514284797953,continue,word
11058,1207578514284797953,protest,word
11063,1207578514284797953,drive,word
11067,1207578514284797953,join,word
11070,1207578514284797953,cry,word
11079,1207578817440575490,constitute,word
11080,1207578817440575490,embrace,word
11081,1207578817440575490,young,word
11082,1207578817440575490,woman,word
11085,1207578817440575490,background,word
11092,1207578817440575490,forget,word
11096,1207578817440575490,give,word
11097,1207578817440575490,woman,word
11098,1207578817440575490,credit,word
11109,1207579338079649795,ask,word
11115,1207579338079649795,citizenship,word
11116,1207579338079649795,amend,word
11121,1207579338079649795,temin,word
11124,1207579338079649795,read,word
11126,1207579338079649795,brilliant,word
11127,1207579338079649795,explain,word
11134,1207579338079711232,history,word
11139,1207579338079711232,woman,word
11144,1207579338079711232,passive,word
11145,1207579338079711232,prop,word
11148,1207579338079711232,harass,word
11151,1207579338079711232,convent,word
11158,1207580091213111297,last,word
11159,1207580091213111297,decad,word
11162,1207580091213111297,decad,word
11165,1207580091213111297,active,word
11169,1207580091213111297,next,word
11172,1207580091213111297,go,word
11182,1207580091213111297,give,word
11191,1207580091213111297,power,word
11193,1207580091213111297,young,word
11194,1207580091213111297,woman,word
11196,1207580091213111297,girl,word
11198,1207580091213111297,chang,word
11200,1207580091213111297,world,word
11210,1207586323936268289,today,word
11219,1207586323936268289,enter,word
11220,1207586323936268289,team,word
11221,1207586323936268289,include,word
11223,1207586323936268289,intern,word
11227,1207586323936268289,protest,word
11238,1207593916796669952,revolt,word
11241,1207593916796669952,relationship,word
11244,1207593916796669952,woman,word
11250,1207593916796669952,play,word
11262,1207616565547544577,cinclus,word
11267,1207616565547544577,bring,word
11269,1207616565547544577,respite,word
11272,1207616565547544577,issue,word
11276,1207616565547544577,must,word
11285,1207616565547544577,slut,word
11289,1207616565547544577,bill,word
11298,1207624115932282882,tool,word
11300,1207624115932282882,innit,word
11301,1207624115932282882,student,word
11304,1207624115932282882,common,word
11307,1207624115932282882,discriminatory,word
11314,1207624115932282882,picture,word
11320,1207624115932282882,protest,word
11330,1207625384197533696,country,word
11333,1207625384197533696,gender,word
11334,1207625384197533696,equal,word
11343,1207625384197533696,country,word
11348,1207625384197533696,other,word
11371,1207625384197533696,source,word
11376,1207642847312113664,come,word
11381,1207642847312113664,today,word
11385,1207642847312113664,shutdown,word
11388,1207642847312113664,shutdown,word
11396,1207642847312113664,power,word
11399,1207642847312113664,people,word
11403,1207642847312113664,say,word
11407,1207642847312113664,strong,word
11410,1207642847312113664,keep,word
11411,1207642847312113664,fight,word
11420,1207654314304368642,road,word
11424,1207654314304368642,swarm,word
11426,1207654314304368642,people,word
11435,1207654314304368642,reaction,word
11442,1207654314304368642,dissent,word
11452,1207669414050570249,tweet,word
11454,1207669414050570249,celeb,word
11458,1207669414050570249,refresh,word
11462,1207669414050570249,silent,word
11464,1207669414050570249,ignore,word
11465,1207669414050570249,industry,word
11470,1207669414050570249,import,word
11472,1207669414050570249,influent,word
11473,1207669414050570249,people,word
11474,1207669414050570249,speak,word
11478,1207669414050570249,time,word
11480,1207669414050570249,crisis,word
11487,1207670688338890754,believe,word
11489,1207670688338890754,need,word
11494,1207670688338890754,compass,word
11496,1207670688338890754,friendship,word
11499,1207670688338890754,gender,word
11508,1207670688338890754,activist,word
11516,1207684513486245889,motor,word
11517,1207684513486245889,ground,word
11519,1207684513486245889,explicit,word
11523,1207684513486245889,give,word
11526,1207684513486245889,guid,word
11528,1207684513486245889,make,word
11531,1207684513486245889,gender-cinclus,word
11536,1207699612359749632,domain,word
11538,1207699612359749632,life,word
11542,1207699612359749632,society,word
11544,1207699612359749632,polite,word
11546,1207699612359749632,economic,word
11548,1207699612359749632,religion,word
11554,1207699612359749632,part,word
11558,1207699612359749632,movement,word
11569,1207714713326510081,law,word
11570,1207714713326510081,make,word
11571,1207714713326510081,institue,word
11575,1207714713326510081,domain,word
11577,1207714713326510081,upper-cast,word
11578,1207714713326510081,men,word
11581,1207714713326510081,acknowledge,word
11585,1207714713326510081,overcame,word
11586,1207714713326510081,structure,word
11587,1207714713326510081,barrier,word
11589,1207714713326510081,join,word
11620,1207715986075467778,woman,word
11621,1207715986075467778,choose,word
11623,1207715986075467778,wear,word
11630,1207715986075467778,excuse,word
11632,1207715986075467778,sexual,word
11633,1207715986075467778,harass,word
11637,1207715986075467778,violence,word
11642,1207715986075467778,victim-blam,word
11644,1207731206835576833,victim,word
11645,1207731206835576833,blame,word
11648,1207731206835576833,garb,word
11655,1207732772451889152,poster,word
11664,1207732772451889152,resist,word
11671,1207761285045260294,charge,word
11673,1207761285045260294,everyone,word
11684,1207761285045260294,love,word
11687,1207761285045260294,hate,word
11690,1207761285045260294,listen,word
11693,1207761285045260294,talk,word
11699,1207761285045260294,response,word
11701,1207761285045260294,make,word
11703,1207761285045260294,world,word
11705,1207761285045260294,good,word
11706,1207761285045260294,place,word
11712,1207761285045260294,active,word
11718,1207778191173201920,happy,word
11719,1207778191173201920,birthday,word
11723,1207778191173201920,thank,word
11727,1207778191173201920,courage,word
11728,1207778191173201920,voice,word
11730,1207778191173201920,active,word
11733,1207778191173201920,right,word
11741,1207779681627447296,equal,word
11743,1207779681627447296,slip,word
11746,1207779681627447296,year,word
11759,1207806578650468352,event,word
11762,1207806578650468352,world,word
11763,1207806578650468352,prompt,word
11764,1207806578650468352,import,word
11765,1207806578650468352,covers,word
11767,1207806578650468352,gender,word
11768,1207806578650468352,equal,word
11770,1207806578650468352,year,word
