created_at,id_str,text,truncated,geo,coordinates,place,retweet_count,favourite_count,in_reply_to_status_id_str,in_reply_to_user_id_str,lang
Tue Dec 17 09:30:00 +0000 2019,1206869140834643968,"Baburao Bagul’s anthology Jevha Mi Jaat Chorli Hoti (When I Hid My #Caste) heralded a brave new voice in the #Dalit literary sphere.

#DalitLiterature #FIIReviews

https://t.co/ryGhiIFQ25",True,,,,0,,,,en
Tue Dec 17 08:48:56 +0000 2019,1206858808464535552,"UPDATES: #IndiaRejectsCAA #IndiaRejectsNRC 

DELHI
- Dec 17th: 1PM | Ambedkar University Delhi, VC Lawns
- Dec 17th: 2PM | Delhi University
- Dec 17th: 8:30PM | Bahadur Shah Zafar Marg

MUMBAI
- Dec 18th: 9PM | Carter’s Road, Bandra

GOA
- Dec 18th: 4:30PM | Azaad Maidan, Panjim",True,,,,7,,1206539201014943744,2247560024,en
Tue Dec 17 08:35:03 +0000 2019,1206855312537509888,"Give the gift of empowerment during this holiday season.

Only $10 USD could help train 1 advocate to champion women’s rights and work with community leaders and governments in Zimbabwe, Afghanistan and El Salvador. 

🎁 https://t.co/cw56m5zy52 https://t.co/eM5h0Vw8ux",True,,,,35,,,,en
Tue Dec 17 08:30:00 +0000 2019,1206854040983949312,"""The #DelhiPolice illegally infiltrated the campuses of #AMU and #JamiaMilliaIslamia University, where they almost fatally injured these students, in order to disrupt their #protests ."" - @The_Silly_Wonka 

#IndiaRejectsCAA

https://t.co/AAitld2PhH",True,,,,2,,,,en
Tue Dec 17 07:30:00 +0000 2019,1206838941728591872,"Whose campus is it, anyway? 

It belongs to those who are from the privileged class, upper-caste, without disability, without mental health concerns, from the majority religion, and English-speaking.

#Exclusion #EducationSystem #EducationMatters 

https://t.co/pe0EWLusWy",True,,,,1,,,,en
Tue Dec 17 06:49:56 +0000 2019,1206828857623367681,"""We are faced with the biggest challenge since Independence.
Stand up. Please. Stand up."" - Arundhati Roy #TuesdayThoughts #FIIQuotes #IndiansAgainstCAB #IndiaAgainstCAA #CitizenshipAmendmentAct https://t.co/bIt5bIniHw",True,,,,79,,,,en
Tue Dec 17 05:41:52 +0000 2019,1206811729050472450,RT @danwibg: Rape Accused Swami Nithyananda And His Infamous Kailaasa Project https://t.co/qcYh9j5MKD via @FeminismInIndia #India,False,,,,0,,,,en
Tue Dec 17 05:41:49 +0000 2019,1206811716136210432,RT @danwibg: C B Muthamma: India’s First Woman IFS Officer | #IndianWomenInHistory https://t.co/SzVQR14zUs via @FeminismInIndia #India,False,,,,0,,,,en
Tue Dec 17 05:41:06 +0000 2019,1206811537614110721,RT @Shravs_Dalit: They Epic Of Dalit Literature: When I Hid My Caste By Baburao Bagul https://t.co/FVTUU29ncE via @FeminismInIndia,False,,,,0,,,,en
Tue Dec 17 05:35:03 +0000 2019,1206810012800167936,"1 world
1.1 billion girls
1.1 billion stories
Diversity is a strength, not a threat. https://t.co/UMaigGxkva",False,,,,608,,,,en
Tue Dec 17 04:50:17 +0000 2019,1206798749239955459,Who Turned The Peaceful Protests Violent In Jamia Millia Islamia University? https://t.co/AAitlcLdT7 https://t.co/otOYEm0rtt,False,,,,1,,,,en
Tue Dec 17 04:30:00 +0000 2019,1206793642788175873,"In another episode of How Else Can Society Shame Women For Their Bodies?

#BreastShaming #BodyShaming #BodyPositivity 

https://t.co/o28T8mNZJm",True,,,,5,,,,en
Tue Dec 17 03:30:00 +0000 2019,1206778544048750593,"Around 200 individuals gathered at the Sir Puttanna Chetty Town Hall at 4 PM in Bengaluru on 16th December to peacefully #protest against the recent #policeviolence against students.
#IndiaRejectsCAA #IndiaRejectsNRC #IndiaAgainstViolence

https://t.co/RJ9hLVJjzi",True,,,,5,,,,en
Tue Dec 17 02:52:05 +0000 2019,1206769003642834944,"RT @FeminismInIndia: Team FII is at India Gate, protesting the unconstitutional #CAA and #NRC, and the police brutality carried out against…",False,,,,0,,,,en
Tue Dec 17 02:35:03 +0000 2019,1206764715415916544,"Greta Thunberg is only the 5th woman to win TIME’s “Person of the Year” award in its over 90-year history. #TIMEpoy via @washingtonpost 

https://t.co/NVfonDHH1w",True,,,,381,,,,en
Mon Dec 16 23:35:03 +0000 2019,1206719417238917122,"What is your #GenerationEquality resolution for the new year? 

Reply to this tweet with an action you will take to help achieve gender equality! https://t.co/cwiw80IIH3",True,,,,65,,,,en
Mon Dec 16 20:35:04 +0000 2019,1206674121293217799,"Meet Francy, a human rights defender from Colombia, who is fighting machismo and refuting the idea that ""women’s role is at home, not in public policy."" #GenerationEquality https://t.co/f8d5eIVGxl",True,,,,47,,,,en
Mon Dec 16 18:46:15 +0000 2019,1206646740209872897,Bengaluru Joins Protest Against Citizenship Act https://t.co/RJ9hLVJjzi https://t.co/yj6KisbIBx,False,,,,11,,,,en
Mon Dec 16 18:41:30 +0000 2019,1206645542664769537,Breast Shaming: Society’s Ironic Obsession With Boobs https://t.co/o28T8mNZJm https://t.co/Bg4ssGWyGp,False,,,,2,,,,en
Mon Dec 16 18:35:29 +0000 2019,1206644029879963660,Exclusion In Education: Whose Campus Is It Anyway? https://t.co/pe0EWLusWy https://t.co/LMupA9OtBw,False,,,,1,,,,en
Mon Dec 16 17:35:03 +0000 2019,1206628819718885377,"In many parts of the 🌍, women’s contribution towards ocean-based livelihoods and conservation efforts are invisible.
🌊🌊🌊🌊🌊🌊🌊
🟦🐟🟦🐡🟦🐠🟦
🐬🟦🦈🟦🐙🟦 🐋
🟦🐳🟦🦑🟦🦐🟦 
🐠🟦🐡🟦🐟🟦 🐚
🟦🐬🟦🦈🟦🐙🟦 
🦞🟦🦑🟦🦐🟦 🦞",True,,,,58,,,,en
Mon Dec 16 17:30:00 +0000 2019,1206627548970414080,"#CBMuthamma proved that as long as social #justice is an integral part of our constitutional fundamentals, #genderjustice will remain a non-negotiable article of faith.  

#IndianWomenInHistory

https://t.co/FfkwkCjIy3",True,,,,1,,,,en
Mon Dec 16 16:51:45 +0000 2019,1206617925357993984,"In rage and solidarity. Signing off, Team FII. #CAAProtests https://t.co/3fAC1WUzuF",False,,,,0,,1206617473543368705,2247560024,en
Mon Dec 16 16:49:58 +0000 2019,1206617473543368705,"We remembered the Preamble of our Constitution today, and it reaffirmed that the #CAA and the #NRC are absolutely against the document that India was founded on. #CAAProtests #IndiaAgainstCAA https://t.co/HRNyxRGqd3",True,,,,8,,1206615674073698304,2247560024,en
Mon Dec 16 16:42:49 +0000 2019,1206615674073698304,"It is so important to exercise one's constitutional right to protest, to dissent, to demand change. Delhi did so this evening at the India Gate. #CAAProtests #CAAAgainstConstitution https://t.co/ovDJpppQ2y",True,,,,7,,1206588906466099200,2247560024,en
Mon Dec 16 16:30:00 +0000 2019,1206612450071597059,"Before referring to something tragic as being heroic, we need to reflect, introspect and ask some really basic questions to ourselves.

Who is #Nirbhaya ?
What does ‘Nirbhaya’ mean?

https://t.co/iOsIzIwj7t",True,,,,3,,,,en
Mon Dec 16 15:30:00 +0000 2019,1206597350518489089,"This is India's #justice .  @SriNithyananda

#swaminityananda #rape

https://t.co/0aMaxp5la1",False,,,,0,,,,en
Mon Dec 16 14:56:27 +0000 2019,1206588906466099200,People as far as the eye can see at India Gate. Cries of Inquilab Zindabad ring through the air!  #CAAProtests https://t.co/6GBA0GTXua,False,,,,4,,1206566546950238209,2247560024,en
Mon Dec 16 14:35:03 +0000 2019,1206583520103194624,Knowledge is power. Give the gift of feminist books for the holidays: https://t.co/te6SRAX04g,False,,,,393,,,,en
Mon Dec 16 14:30:00 +0000 2019,1206582249950285825,"Even in stories where Bagul doesn’t talk about the horrors of #caste, he poignantly explores the question of what it means to be an outsider in a rigid society. 

#FIIReviews #DalitLiterature

https://t.co/ryGhiIFQ25",True,,,,1,,,,en
Mon Dec 16 13:30:00 +0000 2019,1206567151425015808,"""The toolkit works to bridge the gap in the provision of information for #sexualassault #survivors at the local and national level."" 

https://t.co/lrhNNWTgID",True,,,,2,,,,en
Mon Dec 16 13:27:36 +0000 2019,1206566546950238209,"Team FII is at India Gate, protesting the unconstitutional #CAA and #NRC, and the police brutality carried out against students of #JamiaMilia and #AMU. #CABProtests #IndiaRejectsCAB https://t.co/NJECoNTqI8",True,,,,20,,,,en
Mon Dec 16 11:38:56 +0000 2019,1206539201014943744,"LATUR
- Dec 19th: 10AM | Town Hall

KANPUR
- Dec 17th: 2PM | IIT Kanpur

AURANGABAD
- Dec 20th: 10AM | Azad Chowk

CHANDIGARH
- Dec 16th: 5PM | STUC, Panjab University",True,,,,7,,1206538919661031424,2247560024,en
Mon Dec 16 11:37:49 +0000 2019,1206538919661031424,"ERNAKULAM
- Dec 16th: 5:30PM | High Court Junction

PONDICHERRY
- Dec 16th: 5PM | Stu-c, Pondicherry University

KOLKATA
- Dec 16th: 1PM | Red Road to Jorasanko Thakurbari
- Dec 16th: 1:30PM | Jadavpur University Playground

VARANASI
- Dec 16th: Ongoing | BHU",True,,,,13,,1206538852615114752,2247560024,en
Mon Dec 16 11:37:33 +0000 2019,1206538852615114752,"AHMEDABAD
- Dec 16th: 4PM | IIMA (old campus road)
- Dec 17th: 5PM | Sabarmati Ashram

LUCKNOW
- Dec 16th: Ongoing | Nadwa College
- Dec 19th: 2PM | Parivartan Chowk

THIRUVANANTHAPURAM
- Dec 16th: 10AM | Martyrs Column",True,,,,8,,1206538703419498496,2247560024,en
Mon Dec 16 11:36:57 +0000 2019,1206538703419498496,"HYDERABAD
- Dec 16th: 5PM | English and Foreign Languages University

PUNE
- Dec 16th: 7PM | Savitribai Phule University

BHOPAL
- Dec 17th: 5PM | Iqbal Maidan",True,,,,9,,1206538548913922049,2247560024,en
Mon Dec 16 11:36:21 +0000 2019,1206538548913922049,"GWALIOR
- Dec 16th: 3PM | Phoolbagh Chauraha

CHENNAI
- Dec 16th: 1PM | University of Madras
- Dec 16th: 4PM | Chepauk Guest House",False,,,,7,,1206532322960371714,2247560024,en
Mon Dec 16 11:35:02 +0000 2019,1206538220294541312,"Billions across the world stand on the right side of history every day.

They speak up, mobilize &amp; take action for women’s rights.

This is #GenerationEquality.

Where do you stand?
https://t.co/JBWmK0pb0s",True,,,,120,,,,en
Mon Dec 16 11:32:06 +0000 2019,1206537482675769345,RT @BehanBox: Please join the #CAAProtests in India today in your city. Here is a list of cities/towns where they are being held. https://t…,False,,,,0,,,,en
Mon Dec 16 11:30:00 +0000 2019,1206536951681212417,"""Trees, leaves, birds, animals, mountains, rivers, forests, the whole natural world is invited into an #Adivasi dance with love and affection."" - @AdivasisMatter 

https://t.co/zx0m6Z8XXw",True,,,,0,,,,en
Mon Dec 16 11:11:39 +0000 2019,1206532332917624838,@parmeshs Sorry - we are just redoing this thread! Will be out again in a couple of minutes!,False,,,,0,,1206531562306715649,7055062,en
Mon Dec 16 11:11:36 +0000 2019,1206532322960371714,"BANGALORE
- Dec 16th: 10AM onwards | IISc, near JN statue
- Dec 16th: 4PM | Town Hall
- Dec 17th: 11:45AM | NGMA
- Dec 17th: 12PM | Mount Carmel College amphitheatre
- Dec 19th: 11AM | Mysore Bank Circle",True,,,,29,,1206532264886075392,2247560024,en
Mon Dec 16 11:11:22 +0000 2019,1206532264886075392,"DELHI
- Dec 16th: 2PM | Jantar Mantar
- Dec 16th: 5:30PM | IIT Delhi
- Dec 16th: 6PM | India Gate
- Dec 16th: Ongoing | Jamia Millia Islamia Gate 7
- Dec 16th: 7:30PM | CR Park Market no. 2",True,,,,34,,1206532108555972608,2247560024,en
Mon Dec 16 11:10:45 +0000 2019,1206532108555972608,"MUMBAI
- Dec 16th: Ongoing | TISS Mumbai
- Dec 16th: 4PM | Mumbai University, main gate, Kalina campus
- Dec 16th: 7PM | CESA, Kurla (West)
- Dec 19th: 2PM | Ambassador Hotel
- Dec 19th: 3PM | Girgaum Chowpatty near Tilak statue",True,,,,17,,1206531993384546304,2247560024,en
Mon Dec 16 11:10:18 +0000 2019,1206531993384546304,"Protests against #CAA2019 for 18 cities/towns:

(Please mention more in the comments if we've missed any)",False,,,,99,,,,en
Mon Dec 16 11:00:00 +0000 2019,1206529402491662338,"""Mithan Tata was first women barrister to practice in a court. She was also a sheriff of Mumbai and served as a president of All India Women’s Conference."" - @Astha25646794

#IndianWomenInHistory

https://t.co/9YFla2Ctc0",True,,,,2,,,,en
Mon Dec 16 09:47:56 +0000 2019,1206511265562030080,Video footage of the police firing at Aligarh Muslim University students.  #AMU https://t.co/FyjaoJuKsY,False,,,,8,,1206511262667952128,2247560024,en
Mon Dec 16 09:47:55 +0000 2019,1206511262667952128,Women from JMI also reported that they were sexually assaulted by the police. Students claim that the police deliberately turned lights off in certain areas so that the campus CCTV cameras would not capture the violence and sexual assault. #JamiaProtest  https://t.co/feGiu3aNEf,True,,,,12,,1206511259790630912,2247560024,en
Mon Dec 16 09:47:54 +0000 2019,1206511259790630912,"In #AMU, witnesses claim that police were preventing ambulances from entering the campus. Those that managed to take students with them, the police got inside the ambulance and beat the students. #AligarhMuslimUniversity  https://t.co/IGQANfr8Ke",True,,,,4,,1206511255294365697,2247560024,en
Mon Dec 16 09:47:53 +0000 2019,1206511255294365697,"4 public buses and 2 police vehicles were set on fire in NFC The Police are justifying their brutality by claiming that the student protestors damaged public property. But #JMI students issued a statement condemning such violence, asserting that their protests are non-violent.",True,,,,4,,1206511252752629760,2247560024,en
Mon Dec 16 09:47:53 +0000 2019,1206511252752629760,"Section 144 has been in imposed in areas surrounding JMI. Yesterday, the Police entered residential areas and brutally beat up unarmed students.  https://t.co/O09N3jIY9n",True,,,,6,,1206511250433163266,2247560024,en
Mon Dec 16 09:47:52 +0000 2019,1206511250433163266,"Most of these detained students were badly injured, and were prevented access to medical aid or lawyers. https://t.co/iVxsrD6ZpX",False,,,,6,,1206511247056785408,2247560024,en
Mon Dec 16 09:47:51 +0000 2019,1206511247056785408,"The campus mosque was also reported to be vandalised by the police, and the students were dragged out of the space, forced to put their arms in the air and then detained. Over 40 students were detained in Kalkaji and NFC police stations in Delhi.",True,,,,5,,1206511244322074629,2247560024,en
Mon Dec 16 09:47:51 +0000 2019,1206511244322074629,"The Delhi Police forcefully entered #JMI campus on Sunday, lathicharged students &amp; attacked them with tear gas shells. JMI's VC stated that no permissions were taken. Tear gas shells were also thrown in enclosed spaces like the library- an unlawful move.   https://t.co/yop0URrOBt",True,,,,5,,1206511241671233537,2247560024,en
Mon Dec 16 09:47:50 +0000 2019,1206511241671233537,"Police turns #JamiaMilia Islamia and Aligarh Muslim University into war zones. Students across Indian universities have been protesting against the #CAA, but the clampdown in #JMI and #AMU were especially violent; over 60 students injured in AMU and 100 students injured in JMI.",True,,,,20,,,,en
Mon Dec 16 09:30:00 +0000 2019,1206506753174786050,"#QueeringFashion trends are not so inclusive of those who do not have the financial and cultural capital to access these designer labels.

https://t.co/J82oemtGww",True,,,,0,,,,en
Mon Dec 16 08:35:03 +0000 2019,1206492924525137921,"👨🏼‍🍳👩🏾‍🔧👨🏿‍🔬👩🏻‍✈️

When refugees can work, host communities are made better and everyone benefits.

Building a world where no one is left behind begins here. 
v @Refugees #RefugeeForum 

https://t.co/ExZjIIypYe",True,,,,82,,,,en
Mon Dec 16 08:30:00 +0000 2019,1206491652946313216,"#CBMuthamma knew she made peers uncomfortable being a woman in power, and she let them be it. 

#IndianWomenInHistory

https://t.co/FfkwkCBjWD",True,,,,0,,,,en
Mon Dec 16 08:03:12 +0000 2019,1206484909528715265,"RT @nixxin: Firechat can be used for messaging each other without the internet, even if the internet is shut down. 

Works only in proximit…",False,,,,0,,,,en
Mon Dec 16 07:49:40 +0000 2019,1206481504919941121,"@unhilarious @japna_p Thank you so much for the shout-out, Priyam! 💜💜",False,,,,0,,1206363668801343488,1180375343988903936,en
Mon Dec 16 07:48:46 +0000 2019,1206481277370560512,RT @Survival: Why Do We Need To Stop The Culture Of Tribal Tourism In India? https://t.co/b3oQxuAm19 via @FeminismInIndia,False,,,,0,,,,en
Mon Dec 16 07:48:40 +0000 2019,1206481252456337408,RT @danwibg: Queering Fashion: Indian fashion Industry Is Rejecting Gender Binary https://t.co/g7GaLXdCox via @FeminismInIndia #India,False,,,,0,,,,en
Mon Dec 16 07:48:37 +0000 2019,1206481239416291329,RT @danwibg: Mithan Tata: The Barrister Who Advocated Women’s Voting Rights | #IndianWomenInHistory https://t.co/D8GUB0YoF8 via @FeminismIn…,False,,,,0,,,,en
Mon Dec 16 07:48:34 +0000 2019,1206481228389437440,RT @danwibg: Adivasi Dance Forms Where ‘Walking Is Dancing And Talking Is Singing’ https://t.co/Ce8wWex34Z via @FeminismInIndia #India,False,,,,0,,,,en
Mon Dec 16 07:47:39 +0000 2019,1206480995886628864,RT @TribalArmy: Adivasi Dance Forms Where ‘Walking Is Dancing And Talking Is Singing’. @FeminismInIndia https://t.co/oyO7tw59WH,False,,,,0,,,,en
Mon Dec 16 07:47:35 +0000 2019,1206480980652912642,RT @Shravs_Dalit: Adivasi Dance Forms Where 'Walking Is Dancing And Talking Is Singing' https://t.co/jM6SvBJxid via @FeminismInIndia,False,,,,0,,,,en
Mon Dec 16 07:47:08 +0000 2019,1206480868115484673,RT @ShoyoOnoda: The Epic Of Dalit Literature: When I Hid My Caste By Baburao Bagul https://t.co/tSvDZTK1SD via @FeminismInIndia,False,,,,0,,,,en
Mon Dec 16 07:30:00 +0000 2019,1206476553254604802,"#Nirbhaya is every woman who is constantly in the fear of being harassed, #raped or killed. 

No woman wants to be Nirbhaya.

https://t.co/iOsIzIwj7t",True,,,,5,,,,en
Mon Dec 16 05:35:02 +0000 2019,1206447623156183042,Matcha is a lesbian feminist human-rights defender &amp; fights every day for inclusivity 🌈 in the humanitarian system. https://t.co/VDzCSXFsX6,False,,,,41,,,,en
Mon Dec 16 04:30:00 +0000 2019,1206431254704320513,"What kind of a country do we live in where rape-accused men find themselves in a personal #nation instead of a personal prison cell?

#SwamiNityananda #Kailaasa 

https://t.co/0aMaxp5la1",True,,,,6,,,,en
Mon Dec 16 03:30:00 +0000 2019,1206416155310788609,"Why do non-Dalit writers focus on melodramatically sympathising with #Dalit characters?

Critics argue that this is far removed from the revolutionary aspect that #DalitLiterature possesses. 

#FIIReviews #BaburaoBagul 

https://t.co/ryGhiIXrqF",True,,,,2,,,,en
Mon Dec 16 02:43:36 +0000 2019,1206404478070673409,RT @unhilarious: .@japna_p's project @FeminismInIndia is one of the best digital feminist projects I have seen. This story on Sadh Guru is…,False,,,,0,,,,en
Mon Dec 16 02:35:04 +0000 2019,1206402332226928640,"In the boardroom
At the peace table
Inside the classroom
Outside the house
In parliament
At home https://t.co/O19WvlwnW8",False,,,,186,,,,en
Sun Dec 15 23:35:02 +0000 2019,1206357024516268039,"It's at the ❤️ of what we do.

      💛💚         💛💚
 🧡⠀ ⠀  💙  🧡⠀⠀   💙
❤️            ❤️              💜
 💜  Intersectionality  ❤️
   💚 ⠀⠀⠀⠀  ⠀ ⠀  ⠀⠀🧡
      💛⠀⠀⠀⠀ ⠀ ⠀  💛
          🧡⠀⠀ ⠀⠀💚
⠀⠀⠀⠀⠀  ❤️⠀💙
⠀⠀⠀⠀⠀⠀⠀  💜",True,,,,581,,,,en
Sun Dec 15 23:00:56 +0000 2019,1206348442890452992,RT @hemalakshmi18: Marriage | Commitment | Monogamy.     They don’t all mean the same thing.  https://t.co/xDtGa6zzWe via @FeminismInIndia…,False,,,,0,,,,en
Sun Dec 15 20:35:05 +0000 2019,1206311739278741505,"Retweet if you
 really
   really
     really
       really
       really
      really
    really
  really
really
really
 really
 really
  really
   really
     really
       really
       really
      really
    really
   really
 really 
want equal pay.

#GenerationEquality https://t.co/72JQErz9DR",True,,,,7679,,,,en
Sun Dec 15 18:50:13 +0000 2019,1206285350664101898,The Epic Of Dalit Literature: When I Hid My Caste By Baburao Bagul https://t.co/ryGhiIXrqF https://t.co/K8HF2EI1CL,False,,,,2,,,,en
Sun Dec 15 18:46:09 +0000 2019,1206284325227909120,Rape Accused Swami Nithyananda And His Infamous Kailaasa Project https://t.co/0aMaxp5la1 https://t.co/mclxb4HJNU,False,,,,1,,,,en
Sun Dec 15 18:36:01 +0000 2019,1206281777297469440,C B Muthamma: India’s First Woman IFS Officer | #IndianWomenInHistory https://t.co/FfkwkCBjWD https://t.co/UWt6Tmp6lu,False,,,,0,,,,en
Sun Dec 15 17:35:05 +0000 2019,1206266439579160581,"“Due to my low social and financial status, I had always only faced humiliation and dissent.

But here was an opportunity knocking right on my door.”
https://t.co/pCYCtANnuR",True,,,,57,,,,en
Sun Dec 15 15:30:00 +0000 2019,1206234963105812481,"What is it that makes machismo so appealing in political situations?
https://t.co/ztU5cwTbg8",False,,,,3,,,,en
Sun Dec 15 14:35:05 +0000 2019,1206221140424876035,"Worldwide, an estimated 237 million children under five are currently without a birth certificate.  

We must change this #ForEveryChild. Learn more about the progress we’ve seen and what’s left to do: https://t.co/oCxkhxPyKa v @UNICEF https://t.co/n8843hCoam",True,,,,71,,,,en
Sun Dec 15 13:30:00 +0000 2019,1206204762754035715,"BTS's fame has brought with it an alarming amount of  scepticism.Some of it stemming from Western audience's inability to understand how &amp; why music in another language could possibly be capturing the hearts &amp; minds of people all over the world. 
#BTS https://t.co/T2BxWBOvGr",True,,,,5,,,,en
Sun Dec 15 11:35:04 +0000 2019,1206175838795948032,Saudi Arabia will no longer require restaurants to have separate entrances segregated by sex. via @GlblCtznImpact https://t.co/2tGunGE251,False,,,,94,,,,en
Sun Dec 15 11:30:00 +0000 2019,1206174564264423424,"Do you think you're not like 'other girls', in way where you feel superior? This one's for you. #InternalizedMisogyny

https://t.co/KTnaef6oJr",True,,,,5,,,,en
Sun Dec 15 09:30:00 +0000 2019,1206144365091049473,"From #Racism to #GenderRoles, To Kill a Mockingbird by Harper Lee comments on the prejudices intertwined in the fabric of Southern society in the USA during the 1930s, in the aftermath of the Great Depression. 

https://t.co/bYodekWhtc",True,,,,4,,,,en
Sun Dec 15 08:35:03 +0000 2019,1206130537649311744,"For millions of women &amp; girl refugees, going to school is just an aspiration, but investing in their education is the most powerful, sustainable &amp; effective way to help develop self-reliance &amp; a better future for everyone. v @Refugees

#RefugeeForum https://t.co/nW4uZz2tME https://t.co/ywcULBbIpo",True,,,,129,,,,en
Sun Dec 15 07:30:00 +0000 2019,1206114165330468864,"Patriarchy thrives by creating a comparative; creating an illusion of how there can be only ‘one suitable woman’ for whatever category or space it seeks to compare women in.

https://t.co/nuEELwIsuZ",True,,,,9,,,,en
Sun Dec 15 05:35:02 +0000 2019,1206085233826766848,"Personal pronouns matter so much that @MerriamWebster made ""they"" the #WordOfTheYear! https://t.co/D7wDXsGa44",False,,,,88,,,,en
Sun Dec 15 05:30:00 +0000 2019,1206083966949830658,"How has technology helped you during your worst?

https://t.co/tWG76HeDj9",False,,,,0,,,,en
Sun Dec 15 03:30:00 +0000 2019,1206053767386288128,"Remembering Rasoolan Bai and her musical genius on her death anniversary. #IndianWomenInHistory

https://t.co/O0EwMB2Zeq",False,,,,2,,,,en
Sun Dec 15 02:35:03 +0000 2019,1206039938980044800,"Climate change affects everyone, but women and girls bear the brunt of it.

We need #ClimateAction by and for women. https://t.co/uEnlFGnFIf",False,,,,73,,,,en
Sat Dec 14 23:35:03 +0000 2019,1205994640492703744,"Just took a DNA test, turns out we're 100% feminist.

  G
　  E 💙
　💙 N
 💙　   E
💙　     R
💙　    A
  💙    T
    💙 I
　   O
　N  💙
 ❤️　   💙
❤️　　  💙
E　　   💙
 Q　     💙
　U    💙
       A
    💙  L
 💙　    I
❤️　  　 T
❤️　　 Y

#GenerationEquality",True,,,,1211,,,,en
Sat Dec 14 20:35:02 +0000 2019,1205949340394643456,"Women are demanding that women’s rights be properly addressed in urgent climate actions at #COP25. via @Forbes 
https://t.co/kVW0xScNgx",False,,,,181,,,,en
Sat Dec 14 19:35:03 +0000 2019,1205934244293427200,"#WomenEntrepreneurs, do you want your innovative work to get global recognition? Apply to the 2020 #SDGsandHer competition within the next month to share your story with the world 👉 https://t.co/ic4AhIT4b5 

@UNDP | @Wharton | @wbg2030 | @Ideas4Action https://t.co/otXFhSa5SC",True,,,,74,,,,en
Sat Dec 14 17:35:03 +0000 2019,1205904044352528384,How can we create a world where women and girls can live free from fear of violence? With more #WomenInPolitics! https://t.co/lKNsR7ZpAa,False,,,,126,,,,en
Sat Dec 14 17:30:00 +0000 2019,1205902772983517184,"It is impossible to overstate what a difficult thing it is to be born as a #transgender girl to a traditional Muslim family in a conservative rural village in West Bengal.

https://t.co/X6PyKpMhkt",True,,,,4,,,,en
Sat Dec 14 15:30:00 +0000 2019,1205872573508194304,"READ. THIS. #COMIC . 

https://t.co/uM6XhQo9M2",False,,,,2,,,,en
Sat Dec 14 15:30:00 +0000 2019,1205872573508194304,"READ. THIS. #COMIC . 

https://t.co/uM6XhQo9M2",False,,,,2,,,,en
Sat Dec 14 14:35:03 +0000 2019,1205858746041348097,"Age
Race
Religion
Ethnicity
Disability
Social status
Place of birth
Economic status
Sexual orientation

Women and girls continue to face multiple forms of discrimination in addition to the ones based on their gender. #GenerationEquality  https://t.co/GOWEp0Q0ud",True,,,,423,,,,en
Sat Dec 14 13:30:00 +0000 2019,1205842375823757313,"Dealing with a #breakup in our times is difficult when the market offers antidotes to pain in the form of goods and services that can be consumed in order to ‘forget’ our loss. 

https://t.co/fsoMfmEeL1",True,,,,3,,,,en
Sat Dec 14 11:35:02 +0000 2019,1205813444945088514,"In 2019, women around the globe took action, claiming leadership positions in government, business, philanthropy and media. These trailblazers are not to be messed with. #GenerationEquality via @Forbes https://t.co/MU9MrId9ee",True,,,,326,,,,en
Sat Dec 14 11:30:00 +0000 2019,1205812175744450561,"It is easier to swipe right on someone you like, but the anonymity of the internet allows a horrific lack of accountability and often strips people of basic decency.

#onlinedating 

https://t.co/mDdHWlWh2r",True,,,,1,,,,en
Sat Dec 14 09:30:00 +0000 2019,1205781976457703425,"Here is an attempt to decipher those unsaid rules of #IndianCulture and examine why the weight of it is borne by my #bra and panty. 

https://t.co/SKmGpTwTDh",True,,,,3,,,,en
Sat Dec 14 08:35:02 +0000 2019,1205768146185003008,U.S. -  It's time to break down gender discrimination for freelancers. Here's how the gender pay gap works. via @Forbes https://t.co/HsH00xGCoD,True,,,,56,,,,en
Sat Dec 14 07:30:00 +0000 2019,1205751777582338053,"When it comes to clothes, women can never be right.

#WomanPolicing

https://t.co/Mg6Nv8j7Ip",False,,,,6,,,,en
Sat Dec 14 05:35:02 +0000 2019,1205722846590308352,"2019 marked a record high for women business leaders with more women CEOs in #Fortune500 companies than ever before.

Yet, there is still a long way to go to achieve equal representation. #GenerationEquality https://t.co/eqbJRShrFs",True,,,,179,,,,en
Sat Dec 14 05:30:00 +0000 2019,1205721578933235713,"Trigger warning: violence, abuse

“We must have a baby if you love me”. 

No, we must not.

https://t.co/zFrlFuBecd",False,,,,3,,,,en
Sat Dec 14 04:35:04 +0000 2019,1205707753416736768,Women and girls in Argentina who are seeking to end pregnancies caused by rape will now be guaranteed access to abortion under a protocol announced on Thursday. via @nytimes https://t.co/vXz6OI4M7z,True,,,,178,,,,en
Sat Dec 14 03:30:00 +0000 2019,1205691379508224001,"What do you mean by ""woman of substance""? Are women ever WITHOUT substance?

#WomenEmpowerment 

https://t.co/S44JVJ9c0i",False,,,,0,,,,en
Sat Dec 14 02:35:02 +0000 2019,1205677548664971270,"Meet the women rickshaw 🛺 drivers of Nepal who are defying stereotypes, overcoming challenges and celebrating financial independence as they get behind the wheel. 
https://t.co/J6xwfT4kcG",True,,,,37,,,,en
Sat Dec 14 00:33:13 +0000 2019,1205646890932588544,"RT @unwomeneca: ""Women’s meaningful participation in peace &amp; security initiatives are effective and sustainable,"" says our Deputy Exec. Dir…",False,,,,0,,,,en
